ab｜복근,종류,수준
I want to be the kind of person others feel safe being around.｜다른 사람들이 함께 있기에 안전하다고 느끼는 그런 사람이 되고 싶어요.,문장,상
I want to be the kind of person who makes others feel truly seen.｜다른 사람들이 진정으로 보인다고 느끼게 하는 사람이 되고 싶어요.,문장,상
I want to be the kind of person who truly means what they say.｜진정으로 말하는 것을 의미하는 그런 사람이 되고 싶어요.,문장,상
I want to be the person who reaches out first and means it completely.｜먼저 연락하고 완전히 진심인 사람이 되고 싶어요.,문장,상
I want to be the reason someone smiles today without even realizing it.｜깨닫지도 못하고 누군가 오늘 미소 짓는 이유가 되고 싶어요.,문장,상
I want to build a life filled with love laughter and real connection.｜사랑과 웃음과 진짜 연결로 가득 찬 삶을 만들고 싶어요.,문장,상
I want to carry kindness and honesty with me everywhere I go.｜가는 곳마다 친절함과 솔직함을 지니고 싶어요.,문장,상
I want to carry kindness with me wherever I happen to go.｜가는 곳마다 친절함을 지니고 싶어요.,문장,상
I want to create more moments worth remembering with people I truly love.｜진정으로 사랑하는 사람들과 더 많은 기억할 가치 있는 순간들을 만들고 싶어요.,문장,상
I want to keep choosing kindness even when no one is watching me.｜아무도 나를 보지 않을 때도 계속 친절을 선택하고 싶어요.,문장,상
I want to keep saying the kind things I think about people.｜사람들에 대해 생각하는 친절한 것들을 계속 말하고 싶어요.,문장,상
I want to keep showing up even when it is uncomfortable for me.｜불편할 때도 계속 나타나고 싶어요.,문장,상
I want to leave people better than I found them every day.｜매일 만날 때보다 더 나은 상태로 사람들을 떠나보내고 싶어요.,문장,상
I want to live in a way that honors the people I love.｜내가 사랑하는 사람들을 존중하는 방식으로 살고 싶어요.,문장,상
I want to live in a way that reflects my values and my love.｜내 가치관과 사랑을 반영하는 방식으로 살고 싶어요.,문장,상
I want to love people in a way that leaves them better.｜사람들이 더 나아지게 두는 방식으로 사랑하고 싶어요.,문장,상
I want to love people in a way that makes them feel truly enough.｜사람들이 진정으로 충분하다고 느끼게 하는 방식으로 사랑하고 싶어요.,문장,상
I want to make sure my love is always felt not just known.｜사랑이 그냥 알려지는 것이 아니라 항상 느껴지도록 하고 싶어요.,문장,상
I want to make sure the people I love always feel it fully.｜사랑하는 사람들이 항상 완전히 그것을 느끼도록 하고 싶어요.,문장,상
I want to make the most of every single day going forward.｜앞으로 매일 하루를 최대한 활용하고 싶어요.,문장,상
I want to make the most of the time I have with people.｜사람들과 갖는 시간을 최대한 활용하고 싶어요.,문장,상
I want to reach out more and stop waiting for the right time.｜더 많이 연락하고 올바른 시간을 기다리는 것을 멈추고 싶어요.,문장,상
I want to say out loud how grateful I am for you.｜당신에게 얼마나 감사한지 소리 내어 말하고 싶어요.,문장,상
I want to say thank you for being exactly who you are.｜당신이 정확히 당신답게 있어줘서 감사하다고 말하고 싶어요.,문장,상
I want to show up fully for the people who show up for me.｜나를 위해 나타나는 사람들을 위해 완전히 나타나고 싶어요.,문장,상
I want to take a trip somewhere nice this coming summer.｜이번 여름에 좋은 곳으로 여행을 가고 싶어요.,문장,상
I want to thank you for always being someone I can count on.｜항상 의지할 수 있는 사람이 되어줘서 감사해요.,문장,상
I want you to feel proud of how far you have already come.｜이미 얼마나 왔는지에 대해 자랑스럽게 느끼기를 바라요.,문장,상
I was feeling really down but your message made it all better.｜정말 기분이 가라앉았는데 당신 메시지가 모든 것을 나아지게 했어요.,문장,상
I was just sitting here thinking about how grateful I am for everything.｜그냥 여기 앉아서 모든 것에 얼마나 감사한지 생각하고 있었어요.,문장,상
I was really nervous before the speech but it went well.｜발표 전에 정말 긴장됐는데 잘 됐어요.,문장,상
I was so happy when I heard the news about you today.｜오늘 당신에 대한 소식을 들었을 때 정말 행복했어요.,문장,상
I woke up this morning feeling tired but still got up.｜오늘 아침에 피곤하게 일어났지만 그래도 일어났어요.,문장,상
If there is anything I can do please just say the word.｜내가 할 수 있는 것이 있으면 그냥 말만 해요.,문장,상
If things feel impossible right now just hold on because this too will change.｜지금 불가능하게 느껴진다면 그냥 버텨요 왜냐하면 이것도 바뀔 거거든요.,문장,상
If we leave by eight we should be able to get there easily.｜여덟 시까지 출발하면 쉽게 도착할 수 있을 거예요.,문장,상
If you are not feeling well today please just stay home and rest.｜오늘 몸이 좋지 않으면 그냥 집에서 쉬어요.,문장,상
If you can look back and say you did your best that is enough.｜돌아보며 최선을 다했다고 말할 수 있다면 그것으로 충분해요.,문장,상
If you ever feel forgotten please remember that people out there think of you.｜잊혀진 느낌이 든다면 당신을 생각하는 사람들이 있다는 것을 기억해줘요.,문장,상
If you ever need someone to talk to I am always available.｜이야기할 사람이 필요하면 항상 여기 있어요.,문장,상
It always brings me peace to know that I gave my best to today.｜오늘에 최선을 다했다는 것을 알면 항상 평화가 와요.,문장,상
It always feels good to finally finish something you have been putting off.｜미뤄왔던 것을 드디어 끝냈을 때 항상 기분이 좋아요.,문장,상
It always feels right when a friendship is built on real honesty always.｜진짜 솔직함 위에 세워진 우정은 항상 맞는 것처럼 느껴져요.,문장,상
It always feels right when honesty and kindness are in the same room.｜솔직함과 친절함이 같은 공간에 있을 때 항상 맞는 느낌이에요.,문장,상
It always feels right when someone loves you through your most complicated days.｜가장 복잡한 날들을 통해 누군가 당신을 사랑할 때 항상 맞는 느낌이에요.,문장,상
It always fills me with hope when someone chooses to love freely.｜누군가 자유롭게 사랑하기로 선택할 때 항상 희망으로 가득 차요.,문장,상
It always fills me with joy to see love given freely and without conditions.｜자유롭게 그리고 조건 없이 주어지는 사랑을 볼 때 항상 기쁨으로 가득 차요.,문장,상
It always gives me hope to see someone choose love over and over again.｜누군가 계속해서 사랑을 선택하는 것을 보면 항상 희망이 생겨요.,문장,상
It always helps to have someone remind you that you are doing just fine.｜잘 하고 있다고 상기시켜주는 누군가가 있는 것이 항상 도움이 돼요.,문장,상
It always helps to have someone who believes in you when you cannot.｜스스로 믿지 못할 때 당신을 믿는 누군가가 있는 것이 항상 도움이 돼요.,문장,상
It always helps when someone reminds you that you are not going through alone.｜혼자 겪고 있지 않다는 것을 누군가 상기시켜줄 때 항상 도움이 돼요.,문장,상
It always helps when someone sees the best in you even before you do.｜당신이 보기 전에 누군가 당신에게서 최선을 볼 때 항상 도움이 돼요.,문장,상
It always lifts my spirit when someone tells me they are thinking of me.｜누군가 나를 생각하고 있다고 말할 때 항상 기운이 북돋워요.,문장,상
It always moves me deeply when love stays strong through every hard storm.｜사랑이 모든 힘든 폭풍을 통해 강하게 머물 때 항상 깊이 감동받아요.,문장,상
